merchantid,merchantSlug,businessType,Industry,customerSegment,market,First_Shipment_Month,Delivery_Month,Delivery_Year,delivery_quarter,GMV,First_Shipment_Quarter_Year,Delivery_Month_Year,Delivery_Quarter_Year
f0cH8vpnaCcarmT6GuAm,plusguardiancanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,5,2021,$2.00,51.84,2021-02-01,5-2021,2-2021
f0cH8vpnaCcarmT6GuAm,plusguardiancanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,6,2021,$2.00,233.28,2021-02-01,6-2021,2-2021
uCJkmEk0z0uUiuv2olxN,balzacs-coffee-roasters,eCommerce,Ambient: Food & Beverage,Small Business,Toronto,2021-04-01,9,2021,$3.00,1851.255,2021-02-01,9-2021,3-2021
7cdUHDEYLj8C2zua4Vj0,swyft,eCommerce,Logistics,Small Business,Toronto,2021-04-01,10,2021,$4.00,0,2021-02-01,10-2021,4-2021
7cdUHDEYLj8C2zua4Vj0,swyft,eCommerce,Logistics,Small Business,Toronto,2021-04-01,9,2021,$3.00,0,2021-02-01,9-2021,3-2021
7cdUHDEYLj8C2zua4Vj0,swyft,eCommerce,Logistics,Small Business,Toronto,2021-04-01,7,2021,$3.00,0,2021-02-01,7-2021,3-2021
uCJkmEk0z0uUiuv2olxN,balzacs-coffee-roasters,eCommerce,Ambient: Food & Beverage,Small Business,Toronto,2021-04-01,8,2021,$3.00,2009.205,2021-02-01,8-2021,3-2021
uCJkmEk0z0uUiuv2olxN,balzacs-coffee-roasters,eCommerce,Ambient: Food & Beverage,Small Business,Toronto,2021-04-01,7,2021,$3.00,2225.2725,2021-02-01,7-2021,3-2021
uCJkmEk0z0uUiuv2olxN,balzacs-coffee-roasters,eCommerce,Ambient: Food & Beverage,Small Business,Toronto,2021-04-01,6,2021,$2.00,2825.8875,2021-02-01,6-2021,2-2021
uCJkmEk0z0uUiuv2olxN,balzacs-coffee-roasters,eCommerce,Ambient: Food & Beverage,Small Business,Toronto,2021-04-01,10,2021,$4.00,1266.84,2021-02-01,10-2021,4-2021
uCJkmEk0z0uUiuv2olxN,balzacs-coffee-roasters,eCommerce,Ambient: Food & Beverage,Small Business,Toronto,2021-04-01,5,2021,$2.00,1484.73,2021-02-01,5-2021,2-2021
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,1,2022,$1.00,7208.3648,2021-02-01,1-2022,1-2022
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,5,2021,$2.00,6144.66,2021-02-01,5-2021,2-2021
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,11,2021,$4.00,7752.3075,2021-02-01,11-2021,4-2021
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,3,2022,$1.00,4570.614221,2021-02-01,3-2022,1-2022
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,8,2021,$3.00,5020.38,2021-02-01,8-2021,3-2021
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,7,2021,$3.00,10492.74,2021-02-01,7-2021,3-2021
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,4,2022,$2.00,3921.07765,2021-02-01,4-2022,2-2022
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,12,2021,$4.00,10299.555,2021-02-01,12-2021,4-2021
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,6,2021,$2.00,7516.395,2021-02-01,6-2021,2-2021
9Ihlvg4KuQIG5mG6phnl,northland,3PL,Logistics,Enterprise,Toronto,2021-04-01,4,2022,$2.00,7.122915,2021-02-01,4-2022,2-2022
9Ihlvg4KuQIG5mG6phnl,northland,3PL,Logistics,Enterprise,Toronto,2021-04-01,2,2022,$1.00,56.592144,2021-02-01,2-2022,1-2022
DuFTyGamnHOeQ7T1vD0d,wahl-canada-fulfillment,eCommerce,Health & Wellness,Small Business,Toronto,2021-09-01,9,2021,$3.00,43.74,2021-03-01,9-2021,3-2021
DuFTyGamnHOeQ7T1vD0d,wahl-canada-fulfillment,eCommerce,Health & Wellness,Small Business,Toronto,2021-09-01,1,2022,$1.00,55.250928,2021-03-01,1-2022,1-2022
DuFTyGamnHOeQ7T1vD0d,wahl-canada-fulfillment,eCommerce,Health & Wellness,Small Business,Toronto,2021-09-01,11,2021,$4.00,65.61,2021-03-01,11-2021,4-2021
DuFTyGamnHOeQ7T1vD0d,wahl-canada-fulfillment,eCommerce,Health & Wellness,Small Business,Toronto,2021-09-01,10,2021,$4.00,94.77,2021-03-01,10-2021,4-2021
DuFTyGamnHOeQ7T1vD0d,wahl-canada-fulfillment,eCommerce,Health & Wellness,Small Business,Toronto,2021-09-01,2,2022,$1.00,99.036252,2021-03-01,2-2022,1-2022
DuFTyGamnHOeQ7T1vD0d,wahl-canada-fulfillment,eCommerce,Health & Wellness,Small Business,Toronto,2021-09-01,12,2021,$4.00,127.575,2021-03-01,12-2021,4-2021
DuFTyGamnHOeQ7T1vD0d,wahl-canada-fulfillment,eCommerce,Health & Wellness,Small Business,Toronto,2021-09-01,3,2022,$1.00,135.132921,2021-03-01,3-2022,1-2022
iXbvJKk7ZnaZfHV4nWxQ,cook-culture,eCommerce,Furniture & Home Goods,Midmarket,Vancouver,2021-12-01,4,2022,$2.00,52.23471,2021-04-01,4-2022,2-2022
iXbvJKk7ZnaZfHV4nWxQ,cook-culture,eCommerce,Furniture & Home Goods,Midmarket,Vancouver,2021-12-01,5,2022,$2.00,73.168378,2021-04-01,5-2022,2-2022
iXbvJKk7ZnaZfHV4nWxQ,cook-culture,eCommerce,Furniture & Home Goods,Midmarket,Vancouver,2021-12-01,2,2022,$1.00,92.748236,2021-04-01,2-2022,1-2022
iXbvJKk7ZnaZfHV4nWxQ,cook-culture,eCommerce,Furniture & Home Goods,Midmarket,Vancouver,2021-12-01,3,2022,$1.00,150.14769,2021-04-01,3-2022,1-2022
iXbvJKk7ZnaZfHV4nWxQ,cook-culture,eCommerce,Furniture & Home Goods,Midmarket,Vancouver,2021-12-01,1,2022,$1.00,304.177152,2021-04-01,1-2022,1-2022
iXbvJKk7ZnaZfHV4nWxQ,cook-culture,eCommerce,Furniture & Home Goods,Midmarket,Vancouver,2021-12-01,12,2021,$4.00,338.58,2021-04-01,12-2021,4-2021
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,1,2022,$1.00,299.5035968,2021-02-01,1-2022,1-2022
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,2,2022,$1.00,320.6495159,2021-02-01,2-2022,1-2022
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,6,2021,$2.00,362.6775,2021-02-01,6-2021,2-2021
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,9,2021,$3.00,394.9155,2021-02-01,9-2021,3-2021
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,8,2021,$3.00,443.2725,2021-02-01,8-2021,3-2021
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,12,2021,$4.00,475.5105,2021-02-01,12-2021,4-2021
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,10,2021,$4.00,491.6295,2021-02-01,10-2021,4-2021
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,7,2021,$3.00,572.2245,2021-02-01,7-2021,3-2021
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,11,2021,$4.00,805.95,2021-02-01,11-2021,4-2021
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,4,2022,$2.00,1364.43394,2021-02-01,4-2022,2-2022
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,6,2022,$2.00,120.2607915,2021-02-01,6-2022,2-2022
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,3,2022,$1.00,2629.955328,2021-02-01,3-2022,1-2022
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,5,2021,$2.00,2894.94,2021-02-01,5-2021,2-2021
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,10,2021,$4.00,2002.32,2021-02-01,10-2021,4-2021
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,6,2021,$2.00,4463.91,2021-02-01,6-2021,2-2021
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,2,2022,$1.00,1897.801829,2021-02-01,2-2022,1-2022
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,11,2021,$4.00,7209.81,2021-02-01,11-2021,4-2021
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,8,2021,$3.00,2308.5,2021-02-01,8-2021,3-2021
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,9,2021,$3.00,2380.59,2021-02-01,9-2021,3-2021
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,12,2021,$4.00,3835.755,2021-02-01,12-2021,4-2021
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,7,2021,$3.00,3721.545,2021-02-01,7-2021,3-2021
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,5,2022,$2.00,2411.053732,2021-02-01,5-2022,2-2022
f3kpgdfPm6RD6zkUwu5g,jenny-bird-canada,eCommerce,Jewlery,Small Business,Toronto,2021-04-01,1,2022,$1.00,2415.9904,2021-02-01,1-2022,1-2022
6K5WZCdhboXQNAdu0rIH,mastermind-toys,eCommerce,Children's Toys,Enterprise,Toronto,2021-10-01,10,2021,$4.00,25.92,2021-04-01,10-2021,4-2021
6K5WZCdhboXQNAdu0rIH,mastermind-toys,eCommerce,Children's Toys,Enterprise,Toronto,2021-10-01,1,2022,$1.00,1882.096128,2021-04-01,1-2022,1-2022
6K5WZCdhboXQNAdu0rIH,mastermind-toys,eCommerce,Children's Toys,Enterprise,Toronto,2021-10-01,11,2021,$4.00,3700.08,2021-04-01,11-2021,4-2021
6K5WZCdhboXQNAdu0rIH,mastermind-toys,eCommerce,Children's Toys,Enterprise,Toronto,2021-10-01,12,2021,$4.00,6460.56,2021-04-01,12-2021,4-2021
6K5WZCdhboXQNAdu0rIH,same-day-mastermind-toys,eCommerce,Children's Toys,Enterprise,Toronto,2021-10-01,4,2022,$2.00,6.33148,2021-04-01,4-2022,2-2022
6K5WZCdhboXQNAdu0rIH,mastermind-toys,eCommerce,Children's Toys,Enterprise,Toronto,2021-10-01,5,2022,$2.00,74.725152,2021-04-01,5-2022,2-2022
6K5WZCdhboXQNAdu0rIH,mastermind-toys,eCommerce,Children's Toys,Enterprise,Toronto,2021-10-01,4,2022,$2.00,1931.1014,2021-04-01,4-2022,2-2022
6K5WZCdhboXQNAdu0rIH,mastermind-toys,eCommerce,Children's Toys,Enterprise,Toronto,2021-10-01,2,2022,$1.00,2087.621312,2021-04-01,2-2022,1-2022
6K5WZCdhboXQNAdu0rIH,mastermind-toys,eCommerce,Children's Toys,Enterprise,Toronto,2021-10-01,3,2022,$1.00,2573.057256,2021-04-01,3-2022,1-2022
PmWswGE6bKvAYKZnBCm9,test-ship-apollo,3PL,Logistics,Small Business,Toronto,2021-04-01,11,2021,$4.00,0,2021-02-01,11-2021,4-2021
PmWswGE6bKvAYKZnBCm9,test-ship-apollo,3PL,Logistics,Small Business,Toronto,2021-04-01,10,2021,$4.00,0,2021-02-01,10-2021,4-2021
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,5,2022,$2.00,1305.31608,2021-02-01,5-2022,2-2022
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,6,2022,$2.00,41.4101884,2021-02-01,6-2022,2-2022
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,9,2021,$3.00,5334.9435,2021-02-01,9-2021,3-2021
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,6,2021,$2.00,10446.9345,2021-02-01,6-2021,2-2021
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,11,2021,$4.00,13147.515,2021-02-01,11-2021,4-2021
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,10,2021,$4.00,5444.577,2021-02-01,10-2021,4-2021
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,8,2021,$3.00,4058.3025,2021-02-01,8-2021,3-2021
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,5,2021,$2.00,5427.891,2021-02-01,5-2021,2-2021
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,12,2021,$4.00,24184.4535,2021-02-01,12-2021,4-2021
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,1,2022,$1.00,12004.62063,2021-02-01,1-2022,1-2022
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,3,2022,$1.00,4365.623112,2021-02-01,3-2022,1-2022
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,4,2022,$2.00,2103.357228,2021-02-01,4-2022,2-2022
MmS9X1bRdkyouvZ4IzC6,lush,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,7,2021,$3.00,4826.5875,2021-02-01,7-2021,3-2021
ZKBnEKC1L2qjJHuCKsiI,holt-renfrew-vancouver,Retail,Apparel,Midmarket,Vancouver,2021-04-01,5,2021,$2.00,8516.9475,2021-02-01,5-2021,2-2021
ZKBnEKC1L2qjJHuCKsiI,holt-renfrew-vancouver,Retail,Apparel,Midmarket,Vancouver,2021-04-01,6,2021,$2.00,14743.215,2021-02-01,6-2021,2-2021
ZKBnEKC1L2qjJHuCKsiI,holt-renfrew-vancouver,Retail,Apparel,Midmarket,Vancouver,2021-04-01,8,2021,$3.00,6751.35,2021-02-01,8-2021,3-2021
ZKBnEKC1L2qjJHuCKsiI,holt-renfrew-vancouver,Retail,Apparel,Midmarket,Vancouver,2021-04-01,9,2021,$3.00,6989.895,2021-02-01,9-2021,3-2021
ZKBnEKC1L2qjJHuCKsiI,holt-renfrew-vancouver,Retail,Apparel,Midmarket,Vancouver,2021-04-01,10,2021,$4.00,7606.71,2021-02-01,10-2021,4-2021
ZKBnEKC1L2qjJHuCKsiI,holt-renfrew-vancouver,Retail,Apparel,Midmarket,Vancouver,2021-04-01,7,2021,$3.00,15141.33,2021-02-01,7-2021,3-2021
63GGJkCI5oaOThJYeKHm,nsfclothing,eCommerce,Apparel,Small Business,Los Angeles,2021-09-01,9,2021,$3.00,38.36,2021-03-01,9-2021,3-2021
63GGJkCI5oaOThJYeKHm,nsfclothing,eCommerce,Apparel,Small Business,Los Angeles,2021-09-01,10,2021,$4.00,66.26,2021-03-01,10-2021,4-2021
WGdczeBEr3cDF3WldDuz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-07-01,8,2021,$3.00,144.99,2021-03-01,8-2021,3-2021
WGdczeBEr3cDF3WldDuz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-07-01,7,2021,$3.00,31.59,2021-03-01,7-2021,3-2021
1MHowiOCi5CQGMXtjrAD,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-10-01,10,2021,$4.00,43.74,2021-04-01,10-2021,4-2021
WGdczeBEr3cDF3WldDuz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-07-01,10,2021,$4.00,43.74,2021-03-01,10-2021,4-2021
loqNDrMdYmMrpCyuTUVz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,10,2021,$4.00,1709.1,2021-03-01,10-2021,4-2021
WGdczeBEr3cDF3WldDuz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-07-01,1,2022,$1.00,25.74416,2021-03-01,1-2022,1-2022
1MHowiOCi5CQGMXtjrAD,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-10-01,11,2021,$4.00,68.445,2021-04-01,11-2021,4-2021
WGdczeBEr3cDF3WldDuz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-07-01,3,2022,$1.00,20.546526,2021-03-01,3-2022,1-2022
WGdczeBEr3cDF3WldDuz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-07-01,2,2022,$1.00,61.308156,2021-03-01,2-2022,1-2022
loqNDrMdYmMrpCyuTUVz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,9,2021,$3.00,449.55,2021-03-01,9-2021,3-2021
WGdczeBEr3cDF3WldDuz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-07-01,9,2021,$3.00,43.74,2021-03-01,9-2021,3-2021
WGdczeBEr3cDF3WldDuz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-07-01,4,2022,$2.00,5.1443275,2021-03-01,4-2022,2-2022
1E3Uw5gpJ6qKUmQkdX0c,genuine-tea,Retail,Ambient: Food & Beverage,Small Business,Toronto,2021-05-01,5,2021,$2.00,233.28,2021-02-01,5-2021,2-2021
1E3Uw5gpJ6qKUmQkdX0c,genuine-tea,Retail,Ambient: Food & Beverage,Small Business,Toronto,2021-05-01,10,2021,$4.00,395.28,2021-02-01,10-2021,4-2021
1E3Uw5gpJ6qKUmQkdX0c,genuine-tea,Retail,Ambient: Food & Beverage,Small Business,Toronto,2021-05-01,7,2021,$3.00,704.7,2021-02-01,7-2021,3-2021
1E3Uw5gpJ6qKUmQkdX0c,genuine-tea,Retail,Ambient: Food & Beverage,Small Business,Toronto,2021-05-01,3,2022,$1.00,904.047144,2021-02-01,3-2022,1-2022
1E3Uw5gpJ6qKUmQkdX0c,genuine-tea,Retail,Ambient: Food & Beverage,Small Business,Toronto,2021-05-01,8,2021,$3.00,1030.32,2021-02-01,8-2021,3-2021
1E3Uw5gpJ6qKUmQkdX0c,genuine-tea,Retail,Ambient: Food & Beverage,Small Business,Toronto,2021-05-01,9,2021,$3.00,1328.4,2021-02-01,9-2021,3-2021
1E3Uw5gpJ6qKUmQkdX0c,genuine-tea,Retail,Ambient: Food & Beverage,Small Business,Toronto,2021-05-01,2,2022,$1.00,1465.107728,2021-02-01,2-2022,1-2022
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,5,2021,$2.00,123.93,2021-02-01,5-2021,2-2021
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,9,2021,$3.00,171.315,2021-02-01,9-2021,3-2021
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,6,2021,$2.00,211.41,2021-02-01,6-2021,2-2021
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,7,2021,$3.00,218.7,2021-02-01,7-2021,3-2021
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,8,2021,$3.00,273.375,2021-02-01,8-2021,3-2021
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,10,2021,$4.00,280.665,2021-02-01,10-2021,4-2021
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,3,2022,$1.00,391.174245,2021-02-01,3-2022,1-2022
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,12,2021,$4.00,2436.6825,2021-02-01,12-2021,4-2021
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,2,2022,$1.00,763.993944,2021-02-01,2-2022,1-2022
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,1,2022,$1.00,803.811888,2021-02-01,1-2022,1-2022
tbUT3cQzwT0hoQ4XAXbj,provinceofcanada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,11,2021,$4.00,885.735,2021-02-01,11-2021,4-2021
QeNyHl2dew0nGtc7liFv,peoples-choice-beef-jerky,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,2,2022,$1.00,2696.45,2021-03-01,2-2022,1-2022
QeNyHl2dew0nGtc7liFv,peoples-choice-beef-jerky,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,3,2022,$1.00,179.1,2021-03-01,3-2022,1-2022
QeNyHl2dew0nGtc7liFv,peoples-choice-beef-jerky,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,1,2022,$1.00,3034.75,2021-03-01,1-2022,1-2022
QeNyHl2dew0nGtc7liFv,peoples-choice-beef-jerky,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,11,2021,$4.00,5581.95,2021-03-01,11-2021,4-2021
QeNyHl2dew0nGtc7liFv,peoples-choice-beef-jerky,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,8,2021,$3.00,845.75,2021-03-01,8-2021,3-2021
QeNyHl2dew0nGtc7liFv,peoples-choice-beef-jerky,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,12,2021,$4.00,3502.4,2021-03-01,12-2021,4-2021
QeNyHl2dew0nGtc7liFv,peoples-choice-beef-jerky,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,10,2021,$4.00,1840.75,2021-03-01,10-2021,4-2021
QeNyHl2dew0nGtc7liFv,peoples-choice-beef-jerky,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,9,2021,$3.00,2338.25,2021-03-01,9-2021,3-2021
GN6rNEXXPUZt90guse9K,nri-test,3PL,Logistics,Midmarket,Los Angeles,2022-03-01,3,2022,$1.00,6,2022-01-01,3-2022,1-2022
GN6rNEXXPUZt90guse9K,nri-la,3PL,Logistics,Midmarket,Los Angeles,2022-03-01,5,2022,$2.00,56.87,2022-01-01,5-2022,2-2022
wZ64iZPR4Ep7o1ad3NOy,good-good-co,Retail,Ambient: Food & Beverage,Midmarket,Toronto,2021-11-01,12,2021,$4.00,206.55,2021-04-01,12-2021,4-2021
GCPF1qlFedZtaPdxALHZ,beadaholique,eCommerce,Other,Midmarket,Los Angeles,2021-12-01,12,2021,$4.00,32,2021-04-01,12-2021,4-2021
GCPF1qlFedZtaPdxALHZ,beadaholique,eCommerce,Other,Midmarket,Los Angeles,2021-12-01,2,2022,$1.00,32,2021-04-01,2-2022,1-2022
GCPF1qlFedZtaPdxALHZ,beadaholique,eCommerce,Other,Midmarket,Los Angeles,2021-12-01,1,2022,$1.00,40,2021-04-01,1-2022,1-2022
GCPF1qlFedZtaPdxALHZ,beadaholique,eCommerce,Other,Midmarket,Los Angeles,2021-12-01,3,2022,$1.00,60,2021-04-01,3-2022,1-2022
JrKO6e2RBBPzlyfvH9kd,kollar-clothing-2,eCommerce,Apparel,Small Business,Toronto,2021-04-01,10,2021,$4.00,13.77,2021-02-01,10-2021,4-2021
JrKO6e2RBBPzlyfvH9kd,kollar-clothing-2,eCommerce,Apparel,Small Business,Toronto,2021-04-01,5,2021,$2.00,20.655,2021-02-01,5-2021,2-2021
JrKO6e2RBBPzlyfvH9kd,kollar-clothing-2,eCommerce,Apparel,Small Business,Toronto,2021-04-01,7,2021,$3.00,123.93,2021-02-01,7-2021,3-2021
JrKO6e2RBBPzlyfvH9kd,kollar-clothing-2,eCommerce,Apparel,Small Business,Toronto,2021-04-01,9,2021,$3.00,177.2847,2021-02-01,9-2021,3-2021
JrKO6e2RBBPzlyfvH9kd,kollar-clothing-2,eCommerce,Apparel,Small Business,Toronto,2021-04-01,6,2021,$2.00,208.575,2021-02-01,6-2021,2-2021
JrKO6e2RBBPzlyfvH9kd,kollar-clothing-2,eCommerce,Apparel,Small Business,Toronto,2021-04-01,8,2021,$3.00,1118.0673,2021-02-01,8-2021,3-2021
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,3,2022,$1.00,230.8481221,2021-02-01,3-2022,1-2022
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,9,2021,$3.00,275.0922,2021-02-01,9-2021,3-2021
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,8,2021,$3.00,298.1772,2021-02-01,8-2021,3-2021
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,12,2021,$4.00,298.1772,2021-02-01,12-2021,4-2021
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,6,2021,$2.00,307.8,2021-02-01,6-2021,2-2021
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,1,2022,$1.00,327.3389747,2021-02-01,1-2022,1-2022
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,7,2021,$3.00,358.02,2021-02-01,7-2021,3-2021
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,2,2022,$1.00,408.8153602,2021-02-01,2-2022,1-2022
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,5,2021,$2.00,458.055,2021-02-01,5-2021,2-2021
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,10,2021,$4.00,663.6816,2021-02-01,10-2021,4-2021
vYuxDxsscJrIHeYxBlkb,solestopstore,eCommerce,Apparel,Small Business,Toronto,2021-04-01,11,2021,$4.00,1113.831,2021-02-01,11-2021,4-2021
